text,retweet_count,favorite_count,clean_tweet,Hash words,scores,compound,comp_score
Jussie Smollett: Actor faked his own assault and hate crime https://t.co/yO0zBOCxek,1,1,jussi smollett: actor fake assault hate crime,No hashtags,"{'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.9337}",-0.9337,neg
"@BBCNewsNI Is the BBC for real, once again they are attacking PRINCIPLES OF RELIGION and directly Christianity, wil… https://t.co/YUzfLKWSO0",0,1,"is bbc real, attack principl of religion directli christianity, wil...",No hashtags,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
Whose in a right mind to fake a hate crime on yourself? Who does that?,0,0,whose right mind fake hate crime yourself? who that?,No hashtags,"{'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.8924}",-0.8924,neg
Jim Carrey committed a hate crime last night. https://t.co/hFH6HYVnhe,0,0,jim carrey commit hate crime last night.,No hashtags,"{'neg': 0.537, 'neu': 0.299, 'pos': 0.164, 'compound': -0.7184}",-0.7184,neg
@HumzaYousaf @JohnSwinney I’d like to report some very blatant anglophobia here as a hate crime. I trust you’ll dea… https://t.co/TsJKNRXNbO,0,1,i'd like report blatant anglophobia hate crime. i trust dea...,No hashtags,"{'neg': 0.4, 'neu': 0.278, 'pos': 0.322, 'compound': -0.34}",-0.34,neg
"""Disorderly conduct""???? HE FAKED A RACIST HOMOPHOBIC HATE CRIME TO PUSH A DNC NARRATIVE IN THE MEDIA DURING AN ELE… https://t.co/pCAdcUvylq",1,0,"""disorderli conduct""???? he fake a racist homophob hate crime to push a dnc narr in the media dure an ele...",No hashtags,"{'neg': 0.522, 'neu': 0.478, 'pos': 0.0, 'compound': -0.9456}",-0.9456,neg
https://t.co/RymZvAt3W9,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
".
#Biden, Harris led frenzy to amplify #Smollett’s fake hate crime claims 
.
https://t.co/9xjlRZf565 #FoxNews",0,0,". #biden, harri led frenzi amplifi #smollett' fake hate crime claim .","#Biden, #Smollett's","{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
🔴 Empire actor Jussie Smollett has been convicted of staging a racist and homophobic attack on himself https://t.co/fvLtkgl6mq,0,3,empir actor jussi smollett convict stage racist homophob attack,No hashtags,"{'neg': 0.504, 'neu': 0.496, 'pos': 0.0, 'compound': -0.7964}",-0.7964,neg
"Jussie Smollett, found guilty of falsely reporting to police that he had been a victim of a hate crime in 2019, pla… https://t.co/mGdMtcbRk9",2,5,"jussi smollett, found guilti fals report polic victim hate crime 2019, pla...",No hashtags,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
Jussie Smollett: US actor convicted of staging hate crime and lying to police https://t.co/i9lbvDSrrQ,0,0,jussi smollett: us actor convict stage hate crime lie polic,No hashtags,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@cynthiaLea15 Because it proves the point that the left will lie to try and win by whatever means possible. The dem… https://t.co/zNKYCFIkZ2,0,0,becaus prof point left lie tri win whatev mean possible. the dem...,No hashtags,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}",0.5859,pos
"Why not accept it was a hate crime, just against himself?
Jussie Smollett guilty of lying to police about hate crim… https://t.co/Kni8cePK9n",0,0,"whi accept hate crime, himself? jussi smollett guilti lie polic hate crim...",No hashtags,"{'neg': 0.507, 'neu': 0.372, 'pos': 0.121, 'compound': -0.8519}",-0.8519,neg
Jussie Smollett found guilty of falsely reporting hate crime in 2019 https://t.co/MzfbDeZwv7 https://t.co/BPTLaevrqN,0,0,jussi smollett found guilti fals report hate crime 2019,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"They want to make misogyny a hate crime. Will I be in trouble for calling people a ""big girl""? https://t.co/awfznXynOX",0,1,"they want make misogyni hate crime. will i troubl call peopl ""big girl""?",No hashtags,"{'neg': 0.411, 'neu': 0.514, 'pos': 0.074, 'compound': -0.7845}",-0.7845,neg
#latestnews Black Lives Matter LA Stands with Jussie Smollett Despite Hoax Hate Crime Verdict -… https://t.co/Gw3Ehz0Jc5,0,0,#latestnew black live matter la stand jussi smollett despit hoax hate crime verdict -...,#latestnews,"{'neg': 0.443, 'neu': 0.429, 'pos': 0.129, 'compound': -0.8225}",-0.8225,neg
"Jussie Smollett wasn’t credible at trial - nothing he said adds up

A fake hate crime is utterly reprehensible - a… https://t.co/2GPYrLj01P",26,319,jussi smollett credibl trial - noth said add a fake hate crime utterli reprehens - a...,No hashtags,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"The Jussie Smollett case is fake hate crime #449.
https://t.co/23l4GhaDqA

#SystemicFakery",0,0,the jussi smollett case fake hate crime #449.,#449.,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Jussie Smollett is CONVICTED of faking hate crime with the help of 2 Nigerian brothers to boost his career !… https://t.co/vu4LR03kH1,0,0,jussi smollett convict fake hate crime help 2 nigerian brother boost career !...,No hashtags,"{'neg': 0.461, 'neu': 0.304, 'pos': 0.235, 'compound': -0.7345}",-0.7345,neg
"Flashback: Biden, Harris led frenzy to amplify Jussie Smollett's false hate crime claims https://t.co/xUnjkOt5lg #FoxNews",2,9,"flashback: biden, harri led frenzi amplifi jussi smollett' fals hate crime claim",No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Got handed a joint with tobacco from a menthol cigarette last night took it as a hate crime,0,4,got hand joint tobacco menthol cigarett last night took hate crime,No hashtags,"{'neg': 0.391, 'neu': 0.435, 'pos': 0.174, 'compound': -0.6124}",-0.6124,neg
I’m very intrigued as to why @Cambslive thinks running a half page article on a US college swimming competition as… https://t.co/ABT8iUjtZI,0,0,i'm intrigu think run half page articl us colleg swim competit as...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"The former Empire actor faces up to three years in prison

https://t.co/o7NSmc0atm",0,1,the former empir actor face three year prison,No hashtags,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
"Flashback: Biden, Harris led frenzy to amplify Jussie Smollett's false hate crime claims

https://t.co/RJZNT2XtoX",1,2,"flashback: biden, harri led frenzi amplifi jussi smollett' fals hate crime claim",No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Jussie Smollett’s Comic Relief. The bad-acting narcissist’s fingerprints are all over this hate crime hoax, and his… https://t.co/xB6KgHoVYs",0,0,"jussi smollett' comic relief. the bad-act narcissist' fingerprint hate crime hoax, his...",No hashtags,"{'neg': 0.456, 'neu': 0.392, 'pos': 0.152, 'compound': -0.7351}",-0.7351,neg
Former ‘Empire’ star Jussie Smollett was found guilty of lying to police when he reported being the victim of a hat… https://t.co/2AriDbB91c,0,1,former 'empire' star jussi smollett found guilti lie polic report victim hat...,No hashtags,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
https://t.co/S8fVVZdHV2 | Jussie Smollett found guilty of staging fake hate crime https://t.co/WPXOSlhsmw,0,0,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Jussie Smollett found guilty of faking hate crime against himself https://t.co/RmM239UTja #TREToday,0,0,jussi smollett found guilti fake hate crime,No hashtags,"{'neg': 0.72, 'neu': 0.28, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Justice is served https://t.co/WM6zDNbiHL,0,0,justic serv,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@SkyNews And SKY LIES covered his story as a gay racist hate crime done by Maga fans and now looking what they are Compulsive Liars,0,1,and ski lie cover stori gay racist hate crime done maga fan look compuls liar,No hashtags,"{'neg': 0.541, 'neu': 0.373, 'pos': 0.086, 'compound': -0.9217}",-0.9217,neg
Jussie Smollett found guilty of staging fake hate crime https://t.co/uPlm9XBwsI,0,0,jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
https://t.co/udSaR9O9wD Jussie Smollett found guilty of staging hate crime https://t.co/k6GoP2vYOm https://t.co/Gby6kKH2Mz,3,5,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
On last day of 16 on Elimination of Violence Against Women it's worth pointing out that WE have been ignored again… https://t.co/K0qQ4k1Ld7,2,3,on last day 16 elimin violenc against women worth point we ignor again...,No hashtags,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",0.2263,pos
"Jussie Smollett: Actor guilty of staging hate crime against himself

https://t.co/CHd5iDxXS0",0,0,jussi smollett: actor guilti stage hate crime,No hashtags,"{'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jessie Smollett has been found guilty of lying to police for having staged a violent racist and homophobic 'h… https://t.co/UiXZQ3mib7,2,36,actor jessi smollett found guilti lie polic stage violent racist homophob 'h...,No hashtags,"{'neg': 0.441, 'neu': 0.559, 'pos': 0.0, 'compound': -0.836}",-0.836,neg
Jussie Smollett is CONVICTED of faking hate crime https://t.co/dG95a8hlNB via @MailOnline,0,0,jussi smollett convict fake hate crime,No hashtags,"{'neg': 0.774, 'neu': 0.226, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
JUST IN: Jussie Smollett found guilty of falsely reporting hate crime #News #Economy #Politics,0,0,just in: jussi smollett found guilti fals report hate crime #new #economi #polit,#News #Economy #Politics,"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
BREAKING: Jussie Smollett Found Guilty on Five of Six Counts https://t.co/KpfeSF5pdm,0,0,breaking: jussi smollett found guilti five six count,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
As if black people or the gay community don't already a lot of shit to deal with.. this dickhead makes a complete m… https://t.co/zSN994YZ7p,0,0,as black peopl gay commun alreadi lot shit deal with.. dickhead make complet m...,No hashtags,"{'neg': 0.391, 'neu': 0.609, 'pos': 0.0, 'compound': -0.8271}",-0.8271,neg
"FFS. Apropos my last tweet, Time is putting “staged” in scare quotes. Literally convicted of staging a fake hate cr… https://t.co/84zc3ytNTU",6,16,"ffs. apropo last tweet, time put ""staged"" scare quotes. liter convict stage fake hate cr...",No hashtags,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.93}",-0.93,neg
Komisja Europejska inicjuje rozszerzenie katalogu przestępstw z nienawiści o przesłanki orientacji seksualnej i toż… https://t.co/VUmcEpLFDl,13,65,komisja europejska inicjuj rozszerzeni katalogu przestepstw z nienawisci przeslanki orientacji seksualnej toz...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
A jury found Jussie Smollett guilty of falsely reporting a hate crime. Here's what comes next… https://t.co/7Ba3w2skl9,0,0,a juri found jussi smollett guilti fals report hate crime. here' come next...,No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
America is so racist that you have to stage a hate crime to be a victim 🙄 😒 🤣  #justiceforjussie #hoax #BlackLivesMatter #LockHimUp,2,2,america racist stage hate crime victim #justiceforjussi #hoax #blacklivesmatt #lockhimup,#justiceforjussie #hoax #BlackLivesMatter #LockHimUp,"{'neg': 0.689, 'neu': 0.311, 'pos': 0.0, 'compound': -0.9231}",-0.9231,neg
https://t.co/Cmui3aWG55,0,1,,No hashtags,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"Jussie Smollett is CONVICTED of faking hate crime
 https://t.co/P8uqwrxC8m",2,13,jussi smollett convict fake hate crime,No hashtags,"{'neg': 0.774, 'neu': 0.226, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
@CarlosdaGlria1 @LawyerSimple @Brewstermonk1 @wil_da_beast630 And we also need to acknowledge that the more integra… https://t.co/pziDNz5rYk,0,13,and also need acknowledg integra...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"RTE news : US actor found guilty of staging fake hate crime

https://t.co/nWjhn3mnio",0,0,rte news : us actor found guilti stage fake hate crime,No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"When you create a system that rewards victimhood, then don’t be surprised when people invent or exaggerate victim s… https://t.co/NShvekjyiK",2,6,"when creat system reward victimhood, surpris peopl invent exagger victim s...",No hashtags,"{'neg': 0.304, 'neu': 0.476, 'pos': 0.22, 'compound': -0.1027}",-0.1027,neg
I still can’t believe this story. Indeed You can reach heights of success and money while having below average leve… https://t.co/XAGvEncznZ,0,0,i still can't believ story. inde you reach height success money averag leve...,No hashtags,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.5859,pos
Fox News: Christmas Tree Torching Is A Hate Crime https://t.co/whG3NBTvCN,1,0,fox news: christma tree torch is a hate crime,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
We believe that recording #misogyny as hate crime helps to record and bear witness to the whole intersectional expe… https://t.co/11ir8Gw70J,5,10,we believ record #misogyni hate crime help record bear wit whole intersect expe...,#misogyny,"{'neg': 0.362, 'neu': 0.503, 'pos': 0.136, 'compound': -0.6705}",-0.6705,neg
A police investigation into June’s Zoom bombing during an online vigil is now categorized as a hate crime.  https://t.co/M2uxezVL2X,1,4,a polic investig june' zoom bomb onlin vigil categor hate crime.,No hashtags,"{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.886}",-0.886,neg
The EU Commission set out plans to criminalise hate speech and hate crime at EU level which could put it on a colli… https://t.co/ezLofcbyuh,3,2,the eu commiss set plan criminalis hate speech hate crime eu level could put colli...,No hashtags,"{'neg': 0.476, 'neu': 0.524, 'pos': 0.0, 'compound': -0.8979}",-0.8979,neg
"Actor #JussieSmollett found guilty of falsely reporting a hate crime against him in 2019 -
https://t.co/eYl9s42gO9",0,0,actor #jussiesmollett found guilti fals report hate crime 2019 -,#JussieSmollett,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/6jmT6iv7pX,0,0,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
It’s #ChristmasJumperDay at work and I’ve come not just in a festive jumper but AS A CHRISTMAS TREE. If I don’t win… https://t.co/MsqjKQj9U6,0,2,it' #christmasjumperday work i'v come festiv jumper as a christma tree. if i win...,#ChristmasJumperDay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
@MSNBC @thereidout Among the most idiotic things I've ever read. You were wrong to think lying about a hate crime i… https://t.co/i0N28jUJ4M,0,2,among idiot thing i'v ever read. you wrong think lie hate crime i...,No hashtags,"{'neg': 0.602, 'neu': 0.398, 'pos': 0.0, 'compound': -0.9274}",-0.9274,neg
"December 9, 2021:
Jussie Smollett found guilty in hate crime hoax.

😂😎 https://t.co/MPZ2PVOJKQ",6,25,"decemb 9, 2021: jussi smollett found guilti hate crime hoax.",No hashtags,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
@JohnAshbourne That headline font is a hate crime.,0,1,that headlin font hate crime.,No hashtags,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
Jussie Smollett found guilty of staging hate crime https://t.co/nE5hA9COHx .@realJavedBashir,0,1,jussi smollett found guilti stage hate crime,No hashtags,"{'neg': 0.59, 'neu': 0.41, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
#BLM #MAGA Jury finds Jussie Smollett guilty of staging hate crime against himself https://t.co/FY55jQPAU9 #FoxNews,0,0,#blm #maga juri find jussi smollett guilti stage hate crime,#BLM #MAGA,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"Jussie Smollett is CONVICTED of faking hate crime
 https://t.co/yZXO5zapFW",0,0,jussi smollett convict fake hate crime,No hashtags,"{'neg': 0.774, 'neu': 0.226, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Flashback: Biden, Harris led frenzy to amplify Jussie Smollett's false hate crime claims https://t.co/JZgKzjTcSB #FoxNews",0,0,"flashback: biden, harri led frenzi amplifi jussi smollett' fals hate crime claim",No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
A jury in Chicago has found US actor Jussie Smollett guilty of five felony counts of disorderly conduct for falsely… https://t.co/KShTiMoqJJ,16,30,a juri chicago found us actor jussi smollett guilti five feloni count disorderli conduct falsely...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
"@SZ Es ging darum der breiten Öffentlichkeit gegenüber nachzuweisen, Amerika ist ""homophobic and racist"". Nicht der… https://t.co/oaeGOwvMtO",0,2,"es ging darum der breiten offentlichkeit gegenub nachzuweisen, amerika ist ""homophob racist"". nicht der...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Empire actor Jussie Smollett found guilty of faking a hate crime against himself to raise his celebrity profile. https://t.co/b2B1hlwvGG,0,1,empir actor jussi smollett found guilti fake hate crime rais celebr profile.,No hashtags,"{'neg': 0.534, 'neu': 0.466, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
@damu1978 @Alfiebiggs Absolutely. Jessie may not have been a victim of a hate crime on this occasion. But no doubt… https://t.co/CvXqXwj0P4,0,0,absolutely. jessi may victim hate crime occasion. but doubt...,No hashtags,"{'neg': 0.511, 'neu': 0.489, 'pos': 0.0, 'compound': -0.6465}",-0.6465,neg
Emily has completely blown me away I don’t know where she has found the strength yesterday and today. Researching a… https://t.co/8W2u0OfYD9,14,279,emili complet blown away i know found strength yesterday today. research a...,No hashtags,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,pos
"Thousands of hours of police time wasted investigating a hate crime that never happened.

Smollett faked his racist… https://t.co/hgw5QuXTsi",7,42,thousand hour polic time wast investig hate crime never happened. smollett fake racist...,No hashtags,"{'neg': 0.364, 'neu': 0.506, 'pos': 0.129, 'compound': -0.6854}",-0.6854,neg
NBCNews: Actor Jussie Smollett found guilty of falsely reporting a hate crime against him in 2019. https://t.co/EfZMnlb5DI,0,0,nbcnews: actor jussi smollett found guilti fals report hate crime 2019.,No hashtags,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"@GBNEWS Surely this is a hate crime?
Making out he was being gay is an attack on every straight person.",0,0,sure hate crime? make gay attack everi straight person.,No hashtags,"{'neg': 0.557, 'neu': 0.216, 'pos': 0.227, 'compound': -0.7964}",-0.7964,neg
Jussie Smollett is CONVICTED of faking hate crime https://t.co/CMwyZIew3s via @MailOnline  Well..,0,7,jussi smollett convict fake hate crime,No hashtags,"{'neg': 0.774, 'neu': 0.226, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"@revrrlewis So, THIS is the hate crime but not the Jan. 6th insurrection instigated by IMPOTUS!🙄

Wonders shall never cease.",0,0,"so, thi hate crime jan. 6th insurrect instig impotus! wonder shall never cease.",No hashtags,"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.8416}",-0.8416,neg
Democrats who fell for Smollett’s hate-crime hoax take drubbing after conviction - https://t.co/FEaElOXKRw - @washtimes,0,0,democrat fell smollett' hate-crim hoax take drub convict -,No hashtags,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
EU tables hate-crime rules to protect women - EUobserver: The EU-wide crimes' list already include crimes related t… https://t.co/cYO1Fr0Lfg,1,0,eu tabl hate-crim rule protect woman - euobserver: the eu-wid crimes' list alreadi includ crime relat t...,No hashtags,"{'neg': 0.174, 'neu': 0.697, 'pos': 0.129, 'compound': -0.2263}",-0.2263,neg
"@ImpassionedDias I am not sure. It's confusing to me.
It won't change reporting hate crime. So it's just a madness.… https://t.co/kxtAAighwM",0,0,i sure. it' confus me. it chang report hate crime. so madness....,No hashtags,"{'neg': 0.411, 'neu': 0.457, 'pos': 0.131, 'compound': -0.7096}",-0.7096,neg
Crying wolf for no reason other than self promotion will make it harder for others with genuine complaints to get h… https://t.co/eZDAkPezBw,0,0,cri wolf reason self promot make harder other genuin complaint get h...,No hashtags,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
Over the last 12 months @britnaturism has been consulting with the Law Commission… https://t.co/ZqkT048N4O,14,71,over last 12 month consult law commission...,No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Actor Jussie Smollett found guilty of staging fake hate crime https://t.co/qvYxMZpqcI,0,0,actor jussi smollett found guilti stage fake hate crime,No hashtags,"{'neg': 0.632, 'neu': 0.368, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
A jury found Jussie Smollett guilty of falsely reporting a hate crime. Here's what comes next https://t.co/SN6PHPkB50,0,0,a juri found jussi smollett guilti fals report hate crime. here' come next,No hashtags,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
EU tables hate-crime rules to protect women https://t.co/wGfhHB0XXB,0,0,eu tabl hate-crim rule protect woman,No hashtags,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}",0.3818,pos
@nuts2406 @joBeeGeorgeous @girlpilot_ @LarissaFernand @ravish_singla Exactly. It is HATE Crime. Not vandalism.,2,3,exactly. it hate crime. not vandalism.,No hashtags,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"'Jussie Smollett is a liar': Downing Street and Westminster rush to appoint Mr Smollett as trusted advisor?

Prosec… https://t.co/f34u6Q4I2B",0,0,'jussi smollett liar': down street westminst rush appoint mr smollett trust advisor? prosec...,No hashtags,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,pos
Jussie Smollett convicted of lying to police for faking hate crime https://t.co/IKFvmL5lKe,0,0,jussi smollett convict lie polic fake hate crime,No hashtags,"{'neg': 0.673, 'neu': 0.327, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
Megyn Kelly tweeted: 'Jussie Smollett guilty on 5 felony counts. He perpetrated a hate crime hoax &amp; made it much to… https://t.co/Itg3rXF88C,0,3,megyn kelli tweeted: 'jussi smollett guilti 5 feloni counts. he perpetr hate crime hoax &amp; made much to...,No hashtags,"{'neg': 0.399, 'neu': 0.601, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
If #JuicySmollett wants an actual hate crime committed against him just walk round any democrat district with a mag… https://t.co/dt0HVnls0N,0,0,if #juicysmollett want actual hate crime commit walk round democrat district mag...,#JuicySmollett,"{'neg': 0.385, 'neu': 0.428, 'pos': 0.187, 'compound': -0.6908}",-0.6908,neg
"#JussieSmollett found guilty of faking hate crime against himself 

https://t.co/QG6B19ikCB",0,0,#jussiesmollett found guilti fake hate crime,#JussieSmollett,"{'neg': 0.774, 'neu': 0.226, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"What was Juicy thinking? 💭 

Smollett found guilty of lying to police in hate crime hoax - CNN https://t.co/krUPzCYc1M",0,2,what juici thinking? smollett found guilti lie polic hate crime hoax - cnn,No hashtags,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
"WASHINGTON, DC—Tweets from @JoeBiden and @KamalaHarris remain posted, even after Jussie Smollett is found guilty on… https://t.co/rc4MOmF3Su",37,95,"washington, dc--tweet remain posted, even jussi smollett found guilti on...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Jussie went from an idolised Black openly gay A-list Hollywood actor to a convicted criminal. Lying about homophobi… https://t.co/LgJF1wMuuK,2,9,jussi went idolis black openli gay a-list hollywood actor convict criminal. ly homophobi...,No hashtags,"{'neg': 0.189, 'neu': 0.611, 'pos': 0.2, 'compound': 0.0516}",0.0516,nutral
"Maybe he was inspired by the woman who claimed that while breastfeeding in Primark, a security guard had taken her… https://t.co/koiPHeIMCn",0,0,"mayb inspir woman claim breastfeed primark, secur guard taken her...",No hashtags,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,nutral
Dumb a*se. Karma catches up with everyone sooner or later... https://t.co/cAHYgU7GEu,0,0,dumb a*se. karma catch everyon sooner later...,No hashtags,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
Jussie Smollett Found Guilty In Hate Crime Hoax Case https://t.co/EDtCjbqMl3 via @dailycaller,0,0,jussi smollett found guilti in hate crime hoax case,No hashtags,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg
EU tables hate-crime rules to protect women https://t.co/8Sd19hiW8g,0,0,eu tabl hate-crim rule protect woman,No hashtags,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}",0.3818,pos
American actor Jussie Smollett convicted of organizing hate crime against himself https://t.co/vnuOqnkZXV,0,0,american actor jussi smollett convict organ hate crime,No hashtags,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
American actor Jussie Smollett guilty of false hate crime charges | News | DW https://t.co/E9VU1MAUk6,0,0,american actor jussi smollett guilti fals hate crime charg | new | dw,No hashtags,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
"#A jury found Jussie Smollett guilty of falsely reporting a hate crime. Here's what comes next
https://t.co/C98SXVZvNB",0,0,#a juri found jussi smollett guilti fals report hate crime. here' come next,#A,"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
@GBNEWS What an injustice! I really feel for Jussie. For some insane reason our mad laws don't regard it as a genui… https://t.co/fz9Q6LvgtB,1,13,what injustice! i realli feel jussie. for insan reason mad law regard genui...,No hashtags,"{'neg': 0.418, 'neu': 0.582, 'pos': 0.0, 'compound': -0.8016}",-0.8016,neg
"Jussie Smollett guilty of lying to police about hate crime attack, jury finds
https://t.co/lLEHEpJLPl

Download Now
https://t.co/s8HBtT0Oy9",0,0,"jussi smollett guilti lie polic hate crime attack, juri find",No hashtags,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.8834}",-0.8834,neg
"Just to be clear #JussieSmollett was found GUILTY of federal disorderly conduct, but NOT GUILTY of lying to the pol… https://t.co/IWwANb1Yrp",0,0,"just clear #jussiesmollett found guilti feder disorderli conduct, not guilti lie pol...",#JussieSmollett,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.3818,pos
